"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"29-Nov-2021","EQ","1,100.00","1,115.20","1,027.90","1,115.20","1,044.00","1,036.65","1,051.89","1,689.00","286.35",511271,"537,800,660.50",27138
"26-Nov-2021","EQ","1,162.20","1,179.00","1,107.30","1,190.65","1,115.00","1,115.20","1,141.37","1,689.00","286.35",294054,"335,623,774.40",21011
"25-Nov-2021","EQ","1,177.00","1,203.80","1,150.15","1,180.30","1,193.00","1,190.65","1,183.18","1,689.00","286.35",339420,"401,596,079.85",20635
"24-Nov-2021","EQ","1,090.10","1,217.80","1,090.10","1,080.90","1,174.95","1,180.30","1,169.18","1,689.00","286.35",961976,"1,124,722,272.25",50349
"23-Nov-2021","EQ","1,034.40","1,119.90","1,027.05","1,068.75","1,079.85","1,080.90","1,084.71","1,689.00","286.35",460454,"499,458,501.05",36560
"22-Nov-2021","EQ","1,156.50","1,167.70","1,006.95","1,165.75","1,046.45","1,068.75","1,099.03","1,689.00","286.35",520417,"571,955,620.70",34067
"18-Nov-2021","EQ","1,217.90","1,221.60","1,150.00","1,217.10","1,155.00","1,165.75","1,171.74","1,689.00","286.35",404737,"474,247,583.90",25557
"17-Nov-2021","EQ","1,223.00","1,224.95","1,207.80","1,220.25","1,215.20","1,217.10","1,218.36","1,689.00","286.35",172430,"210,082,191.40",10881
"16-Nov-2021","EQ","1,219.00","1,229.00","1,213.00","1,211.55","1,224.55","1,220.25","1,220.23","1,689.00","286.35",170027,"207,472,796.05",16357
"15-Nov-2021","EQ","1,225.00","1,236.90","1,204.05","1,219.70","1,214.00","1,211.55","1,214.91","1,689.00","286.35",338705,"411,495,315.20",19300
"12-Nov-2021","EQ","1,230.00","1,240.00","1,210.00","1,225.25","1,218.45","1,219.70","1,226.89","1,689.00","286.35",308246,"378,183,381.55",14100
"11-Nov-2021","EQ","1,244.00","1,246.00","1,221.00","1,240.60","1,227.00","1,225.25","1,228.02","1,689.00","286.35",145950,"179,229,793.90",7862
"10-Nov-2021","EQ","1,237.25","1,254.00","1,230.00","1,234.80","1,246.90","1,240.60","1,240.54","1,689.00","286.35",249388,"309,376,003.70",15187
"09-Nov-2021","EQ","1,238.00","1,259.90","1,229.00","1,232.30","1,237.85","1,234.80","1,243.30","1,689.00","286.35",719987,"895,159,686.10",30534
"08-Nov-2021","EQ","1,245.00","1,245.80","1,221.00","1,246.30","1,232.00","1,232.30","1,230.50","1,689.00","286.35",201761,"248,266,896.95",11444
"04-Nov-2021","EQ","1,233.95","1,261.05","1,233.00","1,225.15","1,237.00","1,246.30","1,247.68","1,689.00","286.35",135738,"169,356,944.20",7015
"03-Nov-2021","EQ","1,241.60","1,244.95","1,215.20","1,231.00","1,233.00","1,225.15","1,230.09","1,689.00","286.35",226161,"278,197,321.95",13174
"02-Nov-2021","EQ","1,236.80","1,261.90","1,225.00","1,229.95","1,232.80","1,231.00","1,240.55","1,689.00","286.35",311803,"386,807,369.10",26669
"01-Nov-2021","EQ","1,243.50","1,270.00","1,211.00","1,243.50","1,215.00","1,229.95","1,237.74","1,689.00","286.35",326765,"404,449,193.60",23376
"29-Oct-2021","EQ","1,264.95","1,280.00","1,225.00","1,271.30","1,241.00","1,243.50","1,254.51","1,689.00","240.20",347914,"436,463,039.20",21153
"28-Oct-2021","EQ","1,253.00","1,277.75","1,230.00","1,256.00","1,268.00","1,271.30","1,264.16","1,689.00","240.20",327474,"413,979,681.25",21419
"27-Oct-2021","EQ","1,299.00","1,313.00","1,245.00","1,292.65","1,257.95","1,256.00","1,278.69","1,689.00","240.20",380430,"486,452,198.90",27187
"26-Oct-2021","EQ","1,265.00","1,310.10","1,255.15","1,248.60","1,298.00","1,292.65","1,276.32","1,689.00","240.20",395137,"504,321,644.55",24522
"25-Oct-2021","EQ","1,310.00","1,310.00","1,222.00","1,302.80","1,260.00","1,248.60","1,247.61","1,689.00","240.20",742376,"926,196,038.60",43955
"22-Oct-2021","EQ","1,330.00","1,330.00","1,263.90","1,313.35","1,300.00","1,302.80","1,306.80","1,689.00","222.20",568048,"742,326,251.05",37446
"21-Oct-2021","EQ","1,430.00","1,460.00","1,235.00","1,398.00","1,320.00","1,313.35","1,319.09","1,689.00","222.20",2572669,"3,393,579,533.20",135880
"20-Oct-2021","EQ","1,548.00","1,555.00","1,352.50","1,498.65","1,399.00","1,398.00","1,460.70","1,689.00","222.20",1158033,"1,691,542,403.90",74281
"19-Oct-2021","EQ","1,608.00","1,619.10","1,400.00","1,593.60","1,522.55","1,498.65","1,548.07","1,689.00","222.20",665641,"1,030,456,023.35",42928
"18-Oct-2021","EQ","1,638.00","1,654.40","1,585.00","1,637.00","1,594.00","1,593.60","1,624.69","1,689.00","222.20",668079,"1,085,418,939.20",54856
"14-Oct-2021","EQ","1,609.00","1,653.25","1,521.55","1,593.20","1,625.00","1,637.00","1,599.50","1,689.00","222.20",1393419,"2,228,778,751.70",78994
"13-Oct-2021","EQ","1,463.90","1,689.00","1,451.00","1,444.40","1,593.00","1,593.20","1,595.49","1,689.00","222.20",3878256,"6,187,720,250.90",231770
"12-Oct-2021","EQ","1,378.80","1,498.00","1,372.20","1,377.00","1,448.00","1,444.40","1,450.62","1,498.00","222.20",1784364,"2,588,438,062.15",93983
"11-Oct-2021","EQ","1,381.00","1,425.00","1,362.45","1,376.10","1,376.00","1,377.00","1,392.74","1,492.75","222.20",529839,"737,927,653.25",30006
"08-Oct-2021","EQ","1,376.10","1,403.75","1,351.30","1,362.95","1,379.00","1,376.10","1,376.74","1,492.75","222.20",436180,"600,507,129.50",29386
"07-Oct-2021","EQ","1,359.10","1,419.00","1,347.15","1,335.25","1,362.00","1,362.95","1,380.66","1,492.75","222.20",472653,"652,571,619.15",27715
"06-Oct-2021","EQ","1,379.00","1,389.00","1,320.15","1,371.80","1,335.00","1,335.25","1,356.50","1,492.75","222.20",343307,"465,697,428.75",21408
"05-Oct-2021","EQ","1,404.00","1,415.00","1,360.00","1,384.70","1,371.70","1,371.80","1,381.75","1,492.75","222.20",516226,"713,297,219.15",29912
"04-Oct-2021","EQ","1,460.00","1,492.75","1,375.00","1,439.25","1,382.95","1,384.70","1,423.32","1,492.75","222.20",1259131,"1,792,152,049.40",72679
"01-Oct-2021","EQ","1,310.00","1,455.00","1,308.00","1,322.75","1,455.00","1,439.25","1,393.91","1,475.00","222.20",1946393,"2,713,102,158.70",90228
"30-Sep-2021","EQ","1,288.75","1,350.00","1,285.10","1,278.55","1,330.00","1,322.75","1,323.31","1,475.00","222.20",833885,"1,103,485,202.30",43235
"29-Sep-2021","EQ","1,277.00","1,298.00","1,260.00","1,282.15","1,278.50","1,278.55","1,280.15","1,475.00","222.20",222939,"285,394,464.70",13421
"28-Sep-2021","EQ","1,272.00","1,350.00","1,250.55","1,258.60","1,284.95","1,282.15","1,302.98","1,475.00","222.20",1030103,"1,342,200,982.90",58432
"27-Sep-2021","EQ","1,263.25","1,289.90","1,248.55","1,253.55","1,264.00","1,258.60","1,270.88","1,475.00","222.20",287269,"365,083,326.05",17222
"24-Sep-2021","EQ","1,250.00","1,290.00","1,227.50","1,243.80","1,253.85","1,253.55","1,257.23","1,475.00","222.20",305576,"384,178,525.90",20109
"23-Sep-2021","EQ","1,240.00","1,297.00","1,232.00","1,225.95","1,246.05","1,243.80","1,262.32","1,475.00","222.20",465013,"586,997,195.75",27000
"22-Sep-2021","EQ","1,222.00","1,250.95","1,200.00","1,215.35","1,227.00","1,225.95","1,224.41","1,475.00","222.20",301267,"368,873,283.15",18460
"21-Sep-2021","EQ","1,240.00","1,240.00","1,188.00","1,226.20","1,210.00","1,215.35","1,212.93","1,475.00","222.20",275607,"334,292,272.20",21263
"20-Sep-2021","EQ","1,280.00","1,290.00","1,202.30","1,298.40","1,232.00","1,226.20","1,255.79","1,475.00","222.20",270474,"339,659,228.15",20385
"17-Sep-2021","EQ","1,320.00","1,325.00","1,277.00","1,291.75","1,300.20","1,298.40","1,293.38","1,475.00","222.20",389321,"503,538,956.35",19491
"16-Sep-2021","EQ","1,276.80","1,305.00","1,248.15","1,269.80","1,292.00","1,291.75","1,280.15","1,475.00","222.20",382164,"489,227,588.50",23103
"15-Sep-2021","EQ","1,283.80","1,294.80","1,266.00","1,278.45","1,272.00","1,269.80","1,277.79","1,475.00","222.20",228465,"291,929,514.85",15146
"14-Sep-2021","EQ","1,304.00","1,334.80","1,265.15","1,295.60","1,281.50","1,278.45","1,306.64","1,475.00","222.20",474872,"620,485,591.10",32217
"13-Sep-2021","EQ","1,229.90","1,325.00","1,229.85","1,228.85","1,296.00","1,295.60","1,289.59","1,475.00","222.20",891746,"1,149,990,215.35",50567
"09-Sep-2021","EQ","1,211.00","1,247.95","1,203.00","1,206.80","1,225.00","1,228.85","1,233.13","1,475.00","222.20",285773,"352,395,349.70",17760
"08-Sep-2021","EQ","1,210.75","1,225.00","1,175.05","1,198.60","1,205.00","1,206.80","1,199.44","1,475.00","222.20",266205,"319,295,883.80",15253
"07-Sep-2021","EQ","1,228.00","1,228.00","1,188.00","1,223.50","1,198.00","1,198.60","1,200.54","1,475.00","222.20",145903,"175,162,212.80",9659
"06-Sep-2021","EQ","1,239.00","1,255.00","1,208.00","1,234.00","1,224.00","1,223.50","1,229.01","1,475.00","222.20",179748,"220,911,890.30",11920
"03-Sep-2021","EQ","1,168.75","1,260.00","1,168.75","1,159.40","1,234.00","1,234.00","1,233.49","1,475.00","222.20",569454,"702,414,565.65",32759
"02-Sep-2021","EQ","1,189.80","1,189.80","1,155.05","1,179.90","1,162.00","1,159.40","1,163.83","1,475.00","222.20",132961,"154,743,987.35",10940
"01-Sep-2021","EQ","1,210.00","1,221.05","1,160.20","1,207.40","1,179.00","1,179.90","1,186.60","1,475.00","222.20",148542,"176,259,357.90",11231
"31-Aug-2021","EQ","1,225.00","1,248.65","1,177.30","1,200.70","1,205.95","1,207.40","1,223.29","1,475.00","222.20",434719,"531,785,823.30",27557
"30-Aug-2021","EQ","1,108.80","1,200.70","1,095.15","1,091.55","1,200.70","1,200.70","1,169.60","1,475.00","222.20",412824,"482,838,275.25",18186
"27-Aug-2021","EQ","1,113.00","1,113.00","1,067.45","1,110.30","1,090.00","1,091.55","1,090.42","1,475.00","222.20",124332,"135,573,827.90",9007
"26-Aug-2021","EQ","1,141.00","1,141.00","1,096.25","1,130.35","1,107.00","1,110.30","1,114.77","1,475.00","222.20",122061,"136,069,522.10",9038
"25-Aug-2021","EQ","1,124.00","1,150.00","1,102.35","1,110.70","1,132.00","1,130.35","1,128.79","1,475.00","222.20",208418,"235,259,642.55",15720
"24-Aug-2021","EQ","1,052.00","1,123.50","1,014.00","1,072.20","1,116.00","1,110.70","1,072.96","1,475.00","222.20",621617,"666,970,154.40",36000
"23-Aug-2021","EQ","1,192.00","1,202.25","1,065.50","1,183.85","1,065.50","1,072.20","1,099.55","1,475.00","222.20",677402,"744,839,947.90",60242
"20-Aug-2021","EQ","1,157.00","1,200.00","1,157.00","1,196.10","1,182.00","1,183.85","1,183.93","1,475.00","222.20",180308,"213,472,327.25",15571
"18-Aug-2021","EQ","1,218.00","1,230.00","1,190.00","1,208.05","1,194.00","1,196.10","1,205.58","1,475.00","222.20",121143,"146,048,133.15",6983
"17-Aug-2021","EQ","1,240.00","1,240.00","1,197.90","1,225.50","1,211.00","1,208.05","1,211.13","1,475.00","222.20",90431,"109,524,098.10",6926
"16-Aug-2021","EQ","1,237.00","1,237.00","1,202.00","1,235.50","1,228.00","1,225.50","1,217.35","1,475.00","222.20",123282,"150,076,751.95",8941
"13-Aug-2021","EQ","1,246.00","1,247.20","1,215.05","1,239.90","1,235.00","1,235.50","1,236.06","1,475.00","222.20",223752,"276,570,896.55",12858
"12-Aug-2021","EQ","1,202.25","1,249.95","1,196.90","1,190.45","1,236.00","1,239.90","1,235.32","1,475.00","222.20",295097,"364,540,470.80",16936
"11-Aug-2021","EQ","1,232.45","1,248.65","1,124.05","1,212.50","1,195.00","1,190.45","1,170.55","1,475.00","222.20",678696,"794,450,890.45",37958
"10-Aug-2021","EQ","1,278.25","1,294.00","1,143.00","1,269.90","1,212.00","1,212.50","1,212.11","1,475.00","222.20",448516,"543,648,743.20",27286
"09-Aug-2021","EQ","1,294.40","1,299.80","1,261.20","1,294.40","1,272.95","1,269.90","1,278.13","1,475.00","222.20",120012,"153,390,819.25",8070
"06-Aug-2021","EQ","1,323.00","1,331.20","1,275.00","1,319.65","1,298.00","1,294.40","1,302.47","1,475.00","222.20",169373,"220,604,007.50",12391
"05-Aug-2021","EQ","1,290.00","1,335.00","1,237.00","1,273.55","1,324.00","1,319.65","1,296.55","1,475.00","222.20",734739,"952,626,322.65",44122
"04-Aug-2021","EQ","1,335.00","1,356.00","1,249.65","1,320.10","1,280.00","1,273.55","1,305.40","1,475.00","222.20",367764,"480,078,104.45",23131
"03-Aug-2021","EQ","1,351.00","1,395.95","1,311.10","1,305.95","1,321.00","1,320.10","1,344.74","1,475.00","222.20",717973,"965,484,724.25",45948
"02-Aug-2021","EQ","1,204.00","1,305.95","1,198.20","1,187.25","1,305.95","1,305.95","1,295.28","1,475.00","222.20",1032947,"1,337,958,579.70",18688
"30-Jul-2021","EQ","1,185.00","1,212.00","1,175.00","1,191.15","1,188.00","1,187.25","1,193.89","1,475.00","222.20",205897,"245,817,652.05",11708
"29-Jul-2021","EQ","1,215.00","1,228.25","1,171.25","1,215.60","1,190.60","1,191.15","1,195.57","1,475.00","222.20",255921,"305,970,298.60",15012
"28-Jul-2021","EQ","1,214.05","1,245.00","1,174.40","1,204.00","1,214.45","1,215.60","1,209.79","1,475.00","222.20",512183,"619,635,272.95",26618
"27-Jul-2021","EQ","1,227.05","1,274.90","1,200.00","1,229.60","1,205.05","1,204.00","1,232.15","1,475.00","222.20",424833,"523,460,100.60",28180
"26-Jul-2021","EQ","1,290.00","1,298.90","1,204.00","1,305.80","1,222.00","1,229.60","1,241.51","1,475.00","222.20",621432,"771,512,668.10",39621
"23-Jul-2021","EQ","1,346.40","1,348.40","1,255.55","1,335.15","1,308.00","1,305.80","1,304.85","1,475.00","222.20",377479,"492,551,823.75",26178
"22-Jul-2021","EQ","1,302.05","1,364.40","1,291.00","1,272.05","1,334.10","1,335.15","1,333.71","1,475.00","222.20",986328,"1,315,479,004.20",56081
"20-Jul-2021","EQ","1,382.50","1,429.95","1,247.00","1,357.25","1,272.00","1,272.05","1,305.85","1,475.00","222.20",1351343,"1,764,651,980.55",78202
"19-Jul-2021","EQ","1,318.00","1,475.00","1,302.15","1,272.15","1,373.00","1,357.25","1,383.39","1,475.00","222.20",3178718,"4,397,408,785.80",153762
"16-Jul-2021","EQ","1,180.00","1,272.15","1,111.00","1,060.15","1,272.15","1,272.15","1,195.57","1,272.15","222.20",2238723,"2,676,558,537.80",86179
"15-Jul-2021","EQ","1,079.50","1,123.80","995.00","1,070.25","1,060.00","1,060.15","1,078.19","1,123.80","222.20",1227889,"1,323,894,185.80",59779
"14-Jul-2021","EQ","1,038.00","1,092.00","1,029.10","1,036.45","1,070.55","1,070.25","1,063.00","1,092.00","222.20",845754,"899,036,184.50",37334
"13-Jul-2021","EQ","1,032.05","1,048.00","993.00","1,016.45","1,038.00","1,036.45","1,023.73","1,048.00","222.20",685199,"701,461,444.75",29513
"12-Jul-2021","EQ","968.00","1,046.40","968.00","965.20","1,023.00","1,016.45","1,007.16","1,046.40","222.20",1150251,"1,158,490,551.75",47806
"09-Jul-2021","EQ","928.85","984.00","902.95","929.20","961.00","965.20","954.07","984.00","222.20",890701,"849,791,038.45",35842
"08-Jul-2021","EQ","941.00","956.50","921.00","935.45","929.00","929.20","933.61","984.00","222.20",336024,"313,714,554.35",13518
"07-Jul-2021","EQ","902.00","984.00","888.00","895.50","940.00","935.45","948.65","984.00","222.20",2610455,"2,476,397,048.85",83013
"06-Jul-2021","EQ","893.00","904.50","890.05","886.20","895.80","895.50","896.88","965.00","222.20",279807,"250,953,193.10",14163
"05-Jul-2021","EQ","886.80","905.80","881.85","877.05","886.90","886.20","891.69","965.00","222.20",415707,"370,681,370.10",15868
"02-Jul-2021","EQ","880.40","906.00","866.75","875.05","875.00","877.05","886.09","965.00","222.20",288767,"255,874,361.70",11551
"01-Jul-2021","EQ","862.90","892.25","852.10","858.10","879.00","875.05","873.02","965.00","222.20",311624,"272,054,237.15",13747
"30-Jun-2021","EQ","861.80","872.45","839.05","855.60","860.00","858.10","861.55","965.00","222.20",242160,"208,633,836.65",14294
"29-Jun-2021","EQ","815.20","880.00","811.00","811.10","855.55","855.60","859.70","965.00","222.20",769252,"661,327,579.55",29676
"28-Jun-2021","EQ","805.00","817.95","805.00","802.00","812.35","811.10","811.38","965.00","222.20",78530,"63,717,520.10",3893
"25-Jun-2021","EQ","819.50","822.95","792.00","815.55","805.00","802.00","809.41","965.00","222.20",104123,"84,278,666.00",6224
"24-Jun-2021","EQ","818.05","829.00","806.95","821.75","818.00","815.55","815.70","965.00","222.20",98727,"80,531,922.95",6412
"23-Jun-2021","EQ","835.90","842.00","815.00","821.75","824.95","821.75","824.81","965.00","222.20",131738,"108,659,096.25",5979
"22-Jun-2021","EQ","809.90","860.00","807.00","806.95","816.50","821.75","836.81","965.00","222.20",362988,"303,750,802.80",17334
"21-Jun-2021","EQ","785.15","824.00","768.05","800.85","791.75","806.95","797.41","965.00","222.20",234009,"186,600,587.15",13025
"18-Jun-2021","EQ","827.95","833.85","765.75","826.90","811.00","800.85","794.77","965.00","222.20",377293,"299,861,231.80",18994
"17-Jun-2021","EQ","815.00","855.00","797.05","832.75","822.00","826.90","828.33","965.00","222.20",271846,"225,177,283.10",13382
"16-Jun-2021","EQ","854.80","865.00","822.20","851.20","829.50","832.75","837.65","965.00","222.20",268338,"224,772,961.40",17978
"15-Jun-2021","EQ","850.00","870.05","848.00","852.40","850.00","851.20","854.36","965.00","222.20",172613,"147,473,314.40",6190
"14-Jun-2021","EQ","852.10","872.00","821.30","873.65","853.95","852.40","850.07","965.00","222.20",269429,"229,032,915.25",12002
"11-Jun-2021","EQ","888.70","894.00","860.10","884.25","873.40","873.65","873.98","965.00","222.20",241746,"211,281,498.65",9490
"10-Jun-2021","EQ","848.00","897.85","815.70","847.70","885.00","884.25","871.17","965.00","222.20",772521,"672,996,225.65",27882
"09-Jun-2021","EQ","899.80","918.70","832.05","892.15","845.00","847.70","872.02","965.00","222.20",715995,"624,362,769.85",25299
"08-Jun-2021","EQ","919.95","965.00","885.10","927.70","887.50","892.15","913.66","965.00","222.20",1656842,"1,513,794,535.30",56063
"07-Jun-2021","EQ","852.15","962.65","852.15","812.35","918.35","927.70","903.27","962.65","222.20",2795768,"2,525,322,269.65",92952
"04-Jun-2021","EQ","835.10","835.10","804.00","795.35","808.00","812.35","824.56","835.10","222.20",1142004,"941,648,145.15",30602
"03-Jun-2021","EQ","763.00","795.35","761.30","757.50","795.35","795.35","783.42","795.35","222.20",590878,"462,904,785.35",15421
"02-Jun-2021","EQ","746.00","770.00","737.70","746.15","759.00","757.50","755.15","794.95","222.20",642375,"485,088,046.70",21708
"01-Jun-2021","EQ","760.00","794.95","737.55","757.10","740.00","746.15","775.88","794.95","222.20",1004113,"779,070,135.55",36174
"31-May-2021","EQ","746.00","764.80","726.60","744.95","751.80","757.10","747.91","787.00","222.20",549324,"410,842,239.70",17679
"28-May-2021","EQ","746.00","759.00","734.60","732.60","743.00","744.95","744.93","787.00","222.20",356981,"265,926,763.50",18591
"27-May-2021","EQ","770.10","787.00","720.00","750.40","737.00","732.60","760.33","787.00","222.20",826091,"628,100,707.50",29963
"26-May-2021","EQ","699.00","750.40","679.00","714.70","750.40","750.40","718.81","786.70","222.20",623871,"448,447,778.50",20438
"25-May-2021","EQ","750.00","756.00","714.70","752.30","714.70","714.70","729.14","786.70","222.20",482472,"351,790,863.90",19670
"24-May-2021","EQ","761.50","786.70","736.55","749.25","743.80","752.30","765.13","786.70","222.20",706169,"540,310,599.90",26667
"21-May-2021","EQ","755.25","755.25","691.10","719.30","753.00","749.25","740.22","755.25","222.20",973815,"720,840,368.00",20419
"20-May-2021","EQ","705.00","719.30","702.00","685.05","719.30","719.30","716.99","719.30","222.20",454108,"325,591,499.20",4967
"19-May-2021","EQ","649.80","685.05","646.65","652.45","685.05","685.05","672.82","690.00","222.20",813209,"547,144,180.20",27899
"18-May-2021","EQ","654.80","664.00","645.00","654.80","646.00","652.45","654.48","690.00","222.20",336782,"220,417,203.35",13222
"17-May-2021","EQ","664.00","674.70","629.40","658.95","651.00","654.80","652.23","690.00","222.20",882186,"575,387,485.25",36265
"14-May-2021","EQ","661.50","679.70","640.00","654.45","658.50","658.95","659.03","690.00","222.20",669912,"441,489,169.60",23306
"12-May-2021","EQ","661.00","690.00","642.35","664.15","657.00","654.45","665.97","690.00","222.20",1423048,"947,711,908.45",48780
"11-May-2021","EQ","635.00","678.35","635.00","616.70","659.80","664.15","663.55","678.35","222.20",3496238,"2,319,913,898.45",112807
"10-May-2021","EQ","561.00","616.70","540.00","560.65","616.70","616.70","597.31","616.70","222.20",2491062,"1,487,929,198.20",69338
"07-May-2021","EQ","550.00","563.40","516.55","512.20","563.40","560.65","541.97","563.40","222.20",3776478,"2,046,731,427.00",90853
"06-May-2021","EQ","440.00","512.20","432.20","426.85","512.20","512.20","478.59","512.20","222.20",4552784,"2,178,918,199.95",100140
"05-May-2021","EQ","434.30","460.00","406.65","428.05","426.90","426.85","430.07","460.00","222.20",2979183,"1,281,260,533.00",62128
"04-May-2021","EQ","384.60","457.10","384.05","380.95","424.65","428.05","432.51","457.10","222.20",5032797,"2,176,711,077.65",108117
"03-May-2021","EQ","371.00","383.75","371.00","370.30","379.40","380.95","376.94","408.00","222.20",493969,"186,196,544.00",10115
"30-Apr-2021","EQ","358.90","376.00","354.25","359.20","370.55","370.30","365.29","408.00","222.20",231071,"84,407,830.45",6460
"29-Apr-2021","EQ","367.05","375.35","356.00","365.45","359.00","359.20","365.00","408.00","222.20",319467,"116,605,911.00",9650
"28-Apr-2021","EQ","375.00","384.90","362.65","373.60","367.00","365.45","375.48","408.00","222.20",525905,"197,467,625.05",13882
"27-Apr-2021","EQ","373.90","385.00","366.45","366.40","371.70","373.60","376.49","408.00","222.20",658582,"247,948,136.10",16838
"26-Apr-2021","EQ","353.95","371.80","346.25","346.15","370.25","366.40","359.11","408.00","222.20",471212,"169,214,601.85",17120
"23-Apr-2021","EQ","362.50","379.50","343.00","364.55","346.00","346.15","363.26","408.00","222.20",644327,"234,059,745.30",19939
"22-Apr-2021","EQ","340.30","369.65","336.30","340.30","363.20","364.55","358.25","408.00","222.20",944251,"338,281,274.85",25909
"20-Apr-2021","EQ","334.00","355.80","334.00","332.85","340.80","340.30","346.39","408.00","222.20",1039579,"360,096,911.45",26788
"19-Apr-2021","EQ","310.00","342.00","300.00","323.05","332.55","332.85","318.85","408.00","222.20",600914,"191,602,398.65",18169
"16-Apr-2021","EQ","301.00","340.00","301.00","297.15","321.00","323.05","325.34","408.00","222.20",1139518,"370,725,888.15",27761
"15-Apr-2021","EQ","288.10","299.00","288.10","292.00","295.30","297.15","294.99","408.00","222.20",76573,"22,588,497.75",2367
"13-Apr-2021","EQ","295.00","298.95","289.50","295.05","291.50","292.00","292.63","408.00","222.20",59505,"17,413,031.60",2032
"12-Apr-2021","EQ","301.90","301.90","286.35","305.05","297.05","295.05","294.48","408.00","222.20",114414,"33,692,546.90",3514
"09-Apr-2021","EQ","299.00","311.00","298.10","300.35","304.95","305.05","305.88","408.00","222.20",259944,"79,511,937.05",6668
"08-Apr-2021","EQ","295.35","303.60","295.00","295.75","298.55","300.35","298.75","408.00","222.20",85177,"25,446,216.50",2160
"07-Apr-2021","EQ","290.00","299.00","289.35","289.70","296.65","295.75","294.58","408.00","222.20",135707,"39,976,542.10",3154
"06-Apr-2021","EQ","295.00","299.20","288.00","291.85","290.00","289.70","292.03","408.00","222.20",123821,"36,159,003.25",3051
"05-Apr-2021","EQ","300.50","303.00","286.60","294.55","294.95","291.85","292.67","408.00","222.20",460068,"134,648,269.50",5099
"01-Apr-2021","EQ","291.30","301.50","291.30","291.20","294.15","294.55","297.89","408.00","222.20",192526,"57,351,239.70",2910
"31-Mar-2021","EQ","297.90","298.10","288.80","295.80","292.80","291.20","293.63","408.00","222.20",242689,"71,260,549.15",2692
"30-Mar-2021","EQ","305.00","305.60","294.00","303.45","296.00","295.80","298.97","408.00","222.20",104256,"31,169,547.60",3957
"26-Mar-2021","EQ","301.55","309.00","300.25","301.55","301.90","303.45","302.93","408.00","222.20",213094,"64,552,244.95",2805
"25-Mar-2021","EQ","308.35","309.00","298.00","308.35","300.00","301.55","302.98","408.00","222.20",40112,"12,153,226.90",1785
"24-Mar-2021","EQ","313.90","313.90","307.95","314.35","308.00","308.35","309.54","408.00","222.20",23497,"7,273,377.45",1145
"23-Mar-2021","EQ","317.90","317.90","313.05","313.95","314.00","314.35","314.59","408.00","222.20",26343,"8,287,228.05",1253
"22-Mar-2021","EQ","306.00","315.50","305.35","307.90","314.00","313.95","308.87","408.00","222.20",145667,"44,992,004.75",2559
"19-Mar-2021","EQ","306.00","311.90","300.00","305.85","306.00","307.90","306.85","408.00","222.20",213721,"65,579,533.80",7170
"18-Mar-2021","EQ","323.55","325.00","304.00","323.55","309.00","305.85","315.83","408.00","222.20",350947,"110,841,047.45",4455
"17-Mar-2021","EQ","329.00","329.85","321.10","328.30","322.75","323.55","324.19","408.00","222.20",54533,"17,679,242.30",2360
"16-Mar-2021","EQ","329.60","331.55","327.05","327.90","327.20","328.30","329.12","408.00","222.20",183789,"60,488,136.05",1509
"15-Mar-2021","EQ","335.00","336.50","322.80","331.30","327.00","327.90","328.96","408.00","222.20",56650,"18,635,826.45",2420
"12-Mar-2021","EQ","331.75","338.00","325.80","328.10","335.00","331.30","330.96","408.00","222.20",492026,"162,839,669.40",4528
"10-Mar-2021","EQ","331.00","332.75","327.05","330.55","328.90","328.10","329.32","408.00","222.20",25336,"8,343,674.20",1127
"09-Mar-2021","EQ","334.80","334.80","328.00","329.95","329.70","330.55","331.06","408.00","222.20",166877,"55,245,885.10",2215
"08-Mar-2021","EQ","336.00","336.00","328.00","329.35","332.00","329.95","332.40","408.00","222.20",46451,"15,440,339.25",1378
"05-Mar-2021","EQ","342.00","342.70","327.60","335.95","332.50","329.35","335.26","408.00","222.20",119155,"39,948,337.20",3640
"04-Mar-2021","EQ","330.00","346.35","328.00","325.75","340.20","335.95","337.15","408.00","222.20",303488,"102,320,294.85",8336
"03-Mar-2021","EQ","329.50","329.50","325.00","324.20","327.00","325.75","326.96","408.00","222.20",51978,"16,994,756.10",1743
"02-Mar-2021","EQ","329.90","330.85","323.40","327.95","324.05","324.20","325.61","408.00","222.20",54875,"17,868,013.20",1810
"01-Mar-2021","EQ","334.75","334.75","326.65","330.80","328.60","327.95","328.82","408.00","222.20",31062,"10,213,947.60",1273
"26-Feb-2021","EQ","333.90","333.90","326.60","334.05","330.20","330.80","329.98","408.00","222.20",61693,"20,357,472.95",1961
"25-Feb-2021","EQ","325.10","339.50","325.10","323.40","335.65","334.05","330.14","408.00","222.20",336577,"111,119,109.60",8005
"24-Feb-2021","EQ","329.00","332.00","317.00","328.30","323.00","323.40","325.99","408.00","222.20",58932,"19,211,067.95",1849
"23-Feb-2021","EQ","327.00","331.00","324.50","325.60","330.10","328.30","327.09","408.00","222.20",52867,"17,292,321.65",1553
"22-Feb-2021","EQ","328.05","330.40","324.25","324.60","328.00","325.60","326.45","408.00","222.20",61327,"20,020,301.20",2858
"19-Feb-2021","EQ","332.80","332.80","323.75","327.15","324.00","324.60","327.53","408.00","222.20",180528,"59,128,787.20",8322
